CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,EstimatedSalary,Exited
15649744,Fallaci,628,French,Female,51,3,€0.0,2,Yes,2,Yes,€40546.15,0
15604304,Perry,539,Germany,Female,34,4,€123981.31,2,Yes,3,Yes,€136603.42,0
15784092,Henderson,732,French,Male,36,7,€91622.42,1,Yes,4,Yes,€133172.48,0
15585198,Bergamaschi,715,FRA,Male,41,4,€126195.81,1,Yes,7,Yes,€152821.12,0
15624347,Fokine,651,FRA,Male,40,4,€94267.9,1,Yes,4,Yes,€147715.83,1
15621687,Mackay,813,French,Male,34,0,€0.0,2,Yes,4,Yes,€43169.15,0
15689081,Wu,692,FRA,Male,29,4,€0.0,2,No,0,No,€76755.99,0
15813168,Maslova,756,Germany,Female,39,3,€0.0,1,No,4,No,€73406.04,1
15604295,Wei,543,French,Male,36,6,€100717.85,3,Yes,3,Yes,€176728.28,1
15724127,McLean,790,French,Female,26,4,€0.0,2,No,6,No,€98309.27,0
15673055,Sung,494,Spain,Male,38,7,€141581.71,2,No,4,No,€6203.66,0
15768201,Paterson,850,France,Female,39,2,€0.0,2,Yes,7,Yes,€176791.27,0
15782219,Fanucci,703,Spain,Male,29,9,€148586.64,1,Yes,2,Yes,€50679.48,0
15746410,Thompson,432,Spain,Male,38,7,€0.0,2,No,9,No,€150580.88,0
15780144,Tisdall,512,Germany,Female,32,2,€0.0,2,No,7,No,€80120.19,0
15590476,Onochie,589,French,Male,28,7,€123403.85,2,No,2,No,€151645.96,0
15624293,Mironova,514,FRA,Female,46,3,€0.0,2,No,7,No,€55072.32,0
15618182,Ndubueze,678,FRA,Female,38,2,€106511.85,1,No,3,No,€115068.99,0
15660316,Stephenson,420,Germany,Female,34,1,€0.0,2,No,2,No,€149471.13,0
15678886,Golubev,679,Germany,Male,38,7,€135549.9,1,No,1,No,€46522.68,1
15616330,Liao,595,French,Male,31,4,€110555.37,2,No,7,No,€189995.86,0
15592229,Mullan,713,French,Female,52,0,€0.0,2,No,4,No,€46369.57,0
15798424,Glover,833,Germany,Male,59,1,€185891.54,1,Yes,0,Yes,€30722.52,1
15714750,Northey,690,French,Female,42,3,€130854.59,1,Yes,1,Yes,€70810.6,1
15648800,Paterson,731,Germany,Female,21,8,€92578.14,2,No,3,No,€106663.46,0
15626147,Maclean,608,FRA,Female,62,8,€132312.06,1,No,8,No,€175836.03,1
15626608,Howarde,479,Spain,Male,48,5,€144976.5,1,No,8,No,€85646.41,1
15723250,Teng,519,French,Male,42,8,€87070.23,1,Yes,5,Yes,€101485.72,0
15592583,Colman,731,French,Female,47,1,€0.0,2,Yes,8,Yes,€191734.67,0
15759381,Johnson,617,Spain,Male,61,7,€115414.19,3,No,1,No,€101839.77,1
15585241,Butcher,756,Spain,Male,29,2,€91070.43,1,Yes,7,Yes,€4888.91,0
15589358,Stanley,848,Germany,Male,31,4,€117412.19,2,No,2,No,€193132.98,0
15672704,Jackson,809,France,Female,24,4,€90018.45,2,No,4,No,€193518.76,0
15789955,Hu,698,Germany,Male,56,1,€0.0,2,No,4,No,€93982.02,0
15596800,Hill,779,Germany,Male,33,1,€112414.81,2,No,1,No,€197000.92,1
15627305,Pan,606,Spain,Male,35,7,€158456.76,1,Yes,1,Yes,€106837.06,1
15645316,Han,612,Germany,Female,58,1,€0.0,1,No,7,No,€115161.28,1
15593973,Wilkie,663,Spain,Female,33,8,€149641.53,1,Yes,1,Yes,€196260.3,0
15647301,Bray,549,Germany,Female,45,3,€122528.18,1,No,8,No,€96404.38,0
15750258,Ann,675,France,Female,32,2,€143734.01,2,Yes,3,Yes,€97658.66,0
15685309,Souter,669,French,Female,35,7,€155663.31,1,No,2,No,€49108.23,0
15628205,Greco,571,Germany,Female,34,1,€0.0,1,Yes,7,Yes,€195651.66,1
15733974,Mao,500,Spain,Male,37,9,€101736.66,1,Yes,1,Yes,€111698.0,0
15762110,Anderson,628,French,Male,37,0,€125822.21,1,No,9,No,€171707.93,0
15706899,Ma,559,FRA,Male,34,4,€0.0,2,Yes,0,Yes,€66721.98,0
15732660,Black,769,French,Female,27,2,€0.0,2,Yes,4,Yes,€57876.05,0
15656121,Medvedeva,733,Germany,Male,31,6,€0.0,1,Yes,2,Yes,€177994.81,0
15614220,Benson,750,France,Male,22,5,€157791.07,2,No,6,No,€105125.65,0
15645269,Duncan,583,France,Female,42,4,€0.0,2,Yes,5,Yes,€17439.66,0
15698510,Onwudiwe,468,Germany,Male,42,9,€0.0,2,No,4,No,€172668.39,0
15569247,Mitchell,727,Spain,Female,57,1,€181627.14,2,No,9,No,€753.37,0
15566251,Ferrari,618,France,Female,37,5,€109679.72,1,Yes,1,Yes,€98686.4,0
15716134,Russo,617,France,Male,40,5,€96652.86,1,No,5,No,€107047.92,1
15763625,Hazon,793,Spain,Male,41,9,€190008.32,2,Yes,5,Yes,€152153.74,0
15605965,Henderson,630,FRA,Male,43,9,€0.0,2,No,9,No,€34338.04,0
15694821,Hardy,765,Germany,Male,43,4,€0.0,2,Yes,9,Yes,€173878.87,0
15601688,Piccio,546,French,Male,28,8,€148962.76,1,Yes,4,Yes,€159254.29,1
15575581,Dickson,614,Germany,Female,30,3,€0.0,1,No,8,No,€54776.64,0
15671209,Holden,593,Germany,Female,29,5,€131344.52,2,No,3,No,€134594.99,0
15616529,Hsieh,613,Spain,Male,34,3,€101713.84,3,No,5,No,€41724.72,0
15773906,Doherty,655,France,Male,38,4,€0.0,1,Yes,3,Yes,€110527.71,0
15722993,Page,700,France,Female,27,6,€0.0,2,No,4,No,€8996.79,0
15752463,Samuel,826,Spain,Female,29,4,€137963.07,1,No,6,No,€190200.53,0
15589754,Malloy,652,Germany,Male,45,2,€129938.07,1,Yes,4,Yes,€115333.43,0
15669899,Fitts,755,Germany,Female,45,7,€151421.44,1,Yes,2,Yes,€143619.52,0
15766887,Iadanza,538,Spain,Male,39,2,€135643.0,1,No,7,No,€58467.08,1
15768006,Wu,729,FRA,Male,34,3,€122773.5,2,Yes,2,Yes,€12128.69,0
15741295,Yefimova,615,France,Male,49,3,€152303.8,1,No,3,No,€49872.33,0
15811327,Pan,700,Spain,Male,54,1,€0.0,2,Yes,3,Yes,€139735.54,0
15690007,Ts'ui,434,Germany,Female,58,9,€79415.67,1,Yes,1,Yes,€60891.8,0
15690664,Liang,729,Spain,Male,37,10,€125801.03,2,No,9,No,€100862.54,1
15719348,Tsao,513,France,Male,35,8,€0.0,2,No,10,No,€76640.29,0
15781802,Abramov,755,FRA,Male,41,6,€0.0,1,No,8,No,€126013.58,1
15752731,Millar,615,France,Female,30,9,€104817.41,1,No,6,No,€87347.82,1
15600997,Demuth,747,Germany,Female,32,5,€0.0,1,No,9,No,€77370.37,0
15750776,Genovese,850,FRA,Female,36,0,€67495.04,2,Yes,5,Yes,€62722.44,0
15723907,Lawless,712,Germany,Female,49,5,€164850.54,1,Yes,0,Yes,€196257.68,0
15633419,Brooks,622,Germany,Female,28,1,€154776.42,2,No,5,No,€81723.8,0
15702430,Ignatyeva,548,FRA,Female,35,10,€143124.63,2,No,1,No,€31299.71,0
15710456,Balmain,607,French,Female,27,2,€0.0,1,Yes,10,Yes,€63495.86,0
15650351,Millar,653,FRA,Female,38,8,€0.0,2,No,2,No,€166520.96,0
15590820,Ecuyer,699,Spain,Male,26,6,€102133.38,1,Yes,8,Yes,€150242.44,0
15640454,Parkhill,693,Germany,Male,40,0,€79932.41,1,No,6,No,€27345.18,0
15697789,Li Fonti,647,Germany,Female,43,3,€120711.73,1,No,0,No,€87000.39,1
15808182,Beneventi,478,Spain,Female,36,3,€122717.53,2,Yes,3,Yes,€44912.7,0
15588670,Despeissis,705,Spain,Female,40,5,€92363.3,2,No,3,No,€179978.68,0
15721292,Atkins,719,Spain,Male,39,5,€203715.15,1,No,5,No,€145759.7,1
15604217,Williams,726,French,Male,34,9,€0.0,2,No,5,No,€14121.61,0
15651369,Wright,626,France,Male,21,1,€0.0,2,No,9,No,€66232.23,0
15782454,Hancock,552,France,Male,49,4,€0.0,2,No,1,No,€190296.76,0
15814032,Hsieh,807,Germany,Female,31,1,€0.0,1,Yes,4,Yes,€172782.69,1
15570326,Wilkins,621,FRA,Male,34,6,€93460.47,2,No,1,No,€99128.13,0
15624428,Longo,651,Germany,Female,24,7,€0.0,2,Yes,6,Yes,€178341.33,0
15755638,Mancini,673,France,Female,43,5,€40224.7,1,Yes,7,Yes,€146992.24,0
15600992,Madukaego,652,FRA,Male,36,1,€168069.73,1,Yes,5,Yes,€151314.98,1
15755649,Winter-Irving,584,Germany,Male,47,7,€0.0,2,Yes,1,Yes,€92915.84,0
15795228,Stewart,756,FRA,Male,37,3,€130538.77,1,No,7,No,€58974.0,0
15589257,Grant,670,France,Female,35,3,€132623.6,1,Yes,3,Yes,€174627.06,0
15719302,Brennan,765,French,Female,50,9,€103465.02,2,Yes,3,Yes,€79579.94,0
15639882,She,528,French,Male,30,2,€126547.8,1,Yes,9,Yes,€50771.16,1
15791279,Murray,701,FRA,Male,40,5,€128262.72,2,No,2,No,€153537.55,0
15636935,Rischbieth,797,France,Female,29,1,€169742.64,1,Yes,5,Yes,€132975.39,1
15686909,Lung,639,Germany,Male,27,3,€0.0,2,Yes,1,Yes,€85208.93,0
15589572,Otutodilichukwu,785,Spain,Female,61,4,€150795.81,1,Yes,3,Yes,€170214.82,0
15779947,Thomas,363,Spain,Female,28,6,€129855.72,2,No,4,No,€100615.14,1
15573769,Fiorentini,764,FRA,Female,24,7,€146098.43,3,No,6,No,€186105.99,1
15578866,Hughes,676,FRA,Female,43,2,€0.0,2,No,7,No,€55119.53,0
15739131,Whitworth,718,Germany,Male,28,4,€0.0,1,Yes,2,Yes,€28760.99,0
15813444,McIntosh,590,Spain,Female,34,6,€65643.3,1,No,4,No,€171021.44,0
15678058,Ayers,584,France,Male,38,9,€0.0,2,No,6,No,€176678.72,0
15769169,Trentino,645,France,Male,41,7,€104584.16,1,No,9,No,€28667.56,0
15804602,Boyd,772,Germany,Male,30,6,€0.0,1,Yes,7,Yes,€197238.03,0
15651052,McMasters,399,Germany,Male,46,2,€99785.28,2,No,6,No,€139994.68,0
15724334,Alekseyeva,529,FRA,Male,22,5,€127655.22,1,No,2,No,€151169.83,1
15569451,Miller,463,FRA,Male,35,2,€0.0,1,No,5,No,€118113.64,0
15650098,Baranova,630,France,Female,40,7,€101257.16,1,Yes,2,Yes,€34453.17,0
15724307,Mitchell,780,France,Male,76,10,€0.0,2,Yes,7,Yes,€64872.33,0
15599268,Yobachi,584,Spain,Male,32,5,€121313.88,1,Yes,10,Yes,€10956.82,0
15594864,Huang,752,Germany,Male,30,4,€0.0,2,No,5,No,€36885.85,0
15616451,Genovese,697,FRA,Female,47,6,€81523.38,1,Yes,4,Yes,€168053.4,0
15715667,Sorokina,850,FRA,Female,32,7,€128252.66,1,Yes,6,Yes,€155227.0,0
15658969,Gray,711,French,Male,51,7,€0.0,2,No,7,No,€38409.79,0
15738174,Ervin,452,France,Female,32,5,€0.0,3,No,7,No,€75279.39,1
15813590,Vance,610,Spain,Male,42,6,€0.0,2,Yes,5,Yes,€158302.59,0
15624229,Noble,694,FRA,Female,22,4,€0.0,2,No,6,No,€11525.72,1
15674148,Milanesi,579,Spain,Male,33,6,€0.0,2,Yes,4,Yes,€94993.04,0
15625080,Parkin,745,Spain,Female,54,8,€0.0,1,No,6,No,€173912.29,1
15682528,Cremonesi,572,France,Male,33,5,€0.0,1,No,8,No,€41139.05,1
15696900,Burns,505,Germany,Male,29,3,€0.0,1,Yes,5,Yes,€58019.95,0
15730038,Docherty,706,French,Female,23,5,€145541.56,2,Yes,3,Yes,€164128.41,0
15812272,Ugonna,693,Germany,Male,44,5,€0.0,1,No,5,No,€46998.13,1
15654654,L?,725,Germany,Female,33,7,€124601.58,2,Yes,5,Yes,€177279.41,1
15697625,Bevan,791,FRA,Male,37,2,€115182.84,2,Yes,7,Yes,€75832.53,0
15616280,Hsia,536,FRA,Male,46,1,€163789.49,2,No,2,No,€61094.53,0
15654229,O'Neill,699,Spain,Male,47,1,€65733.41,1,No,1,No,€30117.44,0
15628298,Johnstone,500,Spain,Female,47,8,€0.0,2,Yes,1,Yes,€179227.12,0
15733387,Pham,707,Spain,Female,53,6,€128486.11,1,No,8,No,€52110.45,0
15775572,Bergamaschi,531,Germany,Female,42,6,€109663.47,1,Yes,6,Yes,€75248.75,0
15613844,Murphy,557,FRA,Female,28,7,€88324.31,2,No,6,No,€184317.74,0
15578515,Osinachi,659,FRA,Female,38,3,€146445.24,2,No,7,No,€158553.1,0
15607598,Muravyov,575,Spain,Female,31,6,€0.0,2,No,3,No,€95686.42,0
15742480,Igwebuike,775,Germany,Male,36,2,€0.0,2,Yes,6,Yes,€71682.54,0
15749482,Zack,772,Spain,Male,30,4,€109949.05,2,Yes,2,Yes,€1790.48,0
15607537,Crawford,587,Germany,Male,46,9,€78653.05,1,No,4,No,€139431.0,0
15575410,Chidiegwu,667,Germany,Female,39,4,€107850.82,1,No,9,No,€118358.54,1
15684865,Lucchesi,771,FRA,Female,66,7,€83765.35,2,No,4,No,€130827.88,0
15600700,Pan,523,Germany,Male,63,6,€143773.07,1,Yes,7,Yes,€119404.63,0
15774155,Trevisani,662,Germany,Male,33,0,€116227.27,1,Yes,6,Yes,€162703.0,0
15634267,Yudin,717,French,Male,42,5,€103471.52,1,Yes,0,Yes,€172665.21,0
15619626,Wade,746,FRA,Male,24,3,€0.0,2,No,5,No,€170142.09,0
15660422,Chung,569,French,Male,28,7,€137492.35,2,Yes,3,Yes,€73977.23,0
15617934,Septimus,579,FRA,Male,36,9,€0.0,2,No,7,No,€60906.12,0
15760774,Hargraves,519,France,Female,21,1,€129829.59,1,Yes,9,Yes,€194867.27,0
15813132,Chukwukadibia,696,Germany,Male,30,4,€146329.57,2,Yes,1,Yes,€193716.56,0
15593331,Sidorov,693,Germany,Male,25,6,€114027.7,1,Yes,4,Yes,€14633.35,0
15616709,Bunton,587,Germany,Female,38,0,€146580.69,1,Yes,6,Yes,€31730.32,0
15658052,Cameron,626,French,Female,44,10,€132122.42,2,No,0,No,€20063.63,0
15721189,Kung,666,FRA,Female,66,7,€81553.93,1,No,10,No,€99792.82,1
15711288,Hay,512,FRA,Male,24,6,€0.0,2,Yes,7,Yes,€37654.31,0
15770030,Conti,689,Spain,Female,28,3,€0.0,2,No,6,No,€192449.02,0
15803681,Sims,803,France,Female,26,4,€0.0,2,Yes,3,Yes,€181208.47,0
15702789,Carter,548,Germany,Male,32,5,€0.0,2,Yes,4,Yes,€155165.61,0
15814930,McGregor,588,Germany,Female,40,10,€175214.71,1,Yes,5,Yes,€121504.18,0
15658306,Lo,693,FRA,Male,68,4,€125534.51,1,No,10,No,€61569.07,1
15699523,Chu,499,Germany,Female,55,4,€97705.99,1,Yes,4,Yes,€123269.71,0
15610383,Dumetolisa,628,France,Female,46,1,€126817.65,2,No,4,No,€31272.14,0
15615032,Peng,624,Spain,Male,46,3,€46870.43,4,No,1,No,€62825.03,1
15781989,Drake-Brockman,733,France,Male,42,9,€0.0,2,Yes,3,Yes,€184056.45,0
15647402,Wan,628,French,Female,38,3,€120094.93,1,No,9,No,€48924.73,0
15740494,Cameron,633,FRA,Female,33,3,€0.0,2,Yes,3,Yes,€191111.02,0
15701265,Tretiakov,559,Germany,Female,36,1,€0.0,2,No,3,No,€54184.06,0
15743532,Ball,704,Germany,Male,27,5,€104356.94,2,Yes,1,Yes,€64381.33,0
15794870,Sal,744,Germany,Male,38,6,€147004.34,1,No,5,No,€78770.86,1
15747591,Chung,665,Spain,Female,40,1,€73023.17,2,No,6,No,€116766.79,0
15726557,Lai,638,FRA,Female,42,7,€173432.55,1,Yes,1,Yes,€32916.29,0
15732199,Gether,837,Spain,Male,31,9,€165679.92,1,No,7,No,€50972.6,0
15662291,Davidson,534,FRA,Female,55,8,€104678.62,1,Yes,9,Yes,€122066.5,0
15749050,Justice,548,French,Female,36,3,€116973.26,3,No,8,No,€65996.9,1
15781586,Osonduagwuike,837,Germany,Male,38,2,€0.0,1,No,3,No,€79577.38,0
15617078,Ewing,658,France,Female,44,6,€126732.85,1,Yes,2,Yes,€130529.13,0
15723339,Chin,554,France,Female,38,4,€148481.09,1,No,6,No,€172629.67,0
15671322,Chiang,724,Germany,Male,30,7,€137654.05,2,Yes,4,Yes,€15216.53,0
15793854,Ahmed,723,FRA,Male,42,2,€115315.04,1,No,7,No,€17512.53,0
15756539,Marshall,585,Germany,Female,39,7,€99095.73,1,Yes,2,Yes,€131852.01,0
15612064,Tsou,474,FRA,Male,33,5,€165610.41,2,No,7,No,€181945.52,0
15625916,Chien,562,Spain,Male,32,6,€0.0,2,No,5,No,€91482.5,1
15683195,Ubanwa,719,FRA,Male,32,9,€161628.66,1,No,6,No,€77119.45,0
15690182,Kapustin,635,Germany,Male,37,5,€146605.27,1,Yes,9,Yes,€95611.74,0
15721719,Calabresi,743,France,Male,42,7,€113488.68,1,No,5,No,€80428.42,1
15641690,Hsiao,681,Spain,Male,67,7,€77002.2,2,Yes,7,Yes,€163714.92,0
15634896,Grant,521,France,Female,39,6,€0.0,2,Yes,7,Yes,€27375.15,0
15671590,H?,741,Spain,Male,25,4,€0.0,2,Yes,6,Yes,€73873.65,0
15779182,Chia,790,Spain,Male,46,8,€0.0,2,Yes,4,Yes,€139266.48,0
15778287,Ugoji,622,French,Male,35,8,€182364.53,1,No,8,No,€131772.51,1
15609510,Gregory,669,FRA,Male,45,7,€0.0,2,Yes,8,Yes,€173454.07,0
15742229,Mackay,583,French,Male,59,7,€149364.58,1,Yes,7,Yes,€67552.71,0
15658532,Nnamutaezinwa,520,Spain,Female,63,5,€127450.14,1,Yes,7,Yes,€34765.33,0
15590993,Findlay,579,Spain,Male,37,5,€162278.32,1,Yes,5,Yes,€120219.14,0
15565701,Ferri,698,Spain,Female,39,9,€152212.88,2,No,5,No,€90212.38,0
15597239,Ku,548,Spain,Male,39,7,€161993.89,1,No,9,No,€164975.82,0
15688880,Amechi,672,Germany,Male,40,10,€131468.44,1,No,7,No,€1285.81,0
15813917,Kirk,653,Germany,Male,31,9,€102980.44,1,No,10,No,€83679.46,1
15679611,Andrews,734,Spain,Female,37,2,€143321.97,1,No,9,No,€34548.74,0
15636589,Murray,794,FRA,Female,41,7,€130404.92,1,No,2,No,€74275.08,0
15687752,Griffin,641,FRA,Male,30,2,€0.0,2,Yes,7,Yes,€7278.57,0
15584363,Longstaff,824,France,Male,30,0,€87505.47,2,Yes,2,Yes,€162053.92,0
15737748,McWilliam,534,Spain,Female,33,3,€133634.02,1,Yes,0,Yes,€199336.63,0
15803365,Coffee,653,Spain,Male,55,2,€151233.62,1,No,3,No,€62347.71,0
15793247,Hancock,498,FRA,Male,34,5,€70263.83,1,Yes,2,Yes,€91711.66,0
15572360,Clark,683,French,Male,30,10,€0.0,2,Yes,5,Yes,€79240.9,0
15795166,Creswell,618,Germany,Male,42,8,€57657.49,1,No,10,No,€76679.6,0
15724620,Dodds,538,FRA,Male,37,1,€153572.31,2,Yes,8,Yes,€162511.55,0
15800856,Ewen,643,Spain,Male,34,3,€134752.08,1,No,1,No,€21360.88,0
15671097,Carter,428,France,Female,31,2,€83132.09,1,Yes,3,Yes,€54487.43,0
15683930,Ch'iu,593,Germany,Female,32,9,€0.0,2,No,2,No,€53931.05,0
15749004,Tsao,718,FRA,Female,31,0,€134096.53,2,No,9,No,€103165.15,1
15800434,Burgess,811,Germany,Male,52,10,€118100.59,2,No,0,No,€146359.81,0
15709117,Fanucci,823,Spain,Female,46,3,€76915.4,1,No,10,No,€28370.95,1
15638806,Blackburn,645,Spain,Male,49,2,€81576.75,1,Yes,3,Yes,€10023.15,1
15662294,Bennett,710,French,Male,33,10,€0.0,2,No,2,No,€192928.82,0
15690079,Boniwell,591,Spain,Male,30,8,€118327.17,2,Yes,10,Yes,€50485.7,0
15759317,Vasilieva,748,Germany,Female,27,2,€124857.69,2,No,8,No,€131662.47,0
15750497,Longo,850,French,Female,37,7,€90971.85,1,Yes,2,Yes,€152235.3,0
15596181,Kwemto,542,French,Male,38,8,€153147.75,1,Yes,7,Yes,€68093.23,0
15576602,Lawrence,809,French,Male,38,3,€65942.26,1,Yes,8,Yes,€80061.31,1
15644833,Duncan,675,French,Male,54,2,€0.0,2,Yes,3,Yes,€149583.67,0
15734634,Bocharova,607,Spain,Female,27,5,€0.0,1,No,2,No,€7631.27,1
15808689,Morres,850,French,Female,31,4,€100912.19,1,No,5,No,€33082.81,0
15720702,Shih,789,French,Male,37,3,€0.0,2,Yes,4,Yes,€121883.87,0
15665077,Vogel,598,FRA,Female,43,5,€0.0,1,No,3,No,€100722.72,1
15763612,T'an,756,Germany,Male,41,2,€0.0,3,Yes,5,Yes,€47093.11,1
15596493,Wisdom,687,FRA,Female,47,7,€124439.49,2,Yes,2,Yes,€177624.01,0
15704483,Lorenzo,724,FRA,Male,40,6,€0.0,2,Yes,7,Yes,€106149.48,0
15598846,Shahan,700,FRA,Female,44,2,€0.0,2,No,6,No,€16874.92,0
15629244,Bryant,635,Spain,Male,50,7,€58781.76,1,No,2,No,€54560.79,0
15765537,Liang,687,Germany,Male,26,2,€159453.64,2,No,7,No,€153605.75,1
15729975,Chidozie,613,France,Female,46,8,€142721.52,1,Yes,2,Yes,€44390.38,0
15682773,Hayward,781,FRA,Female,38,3,€167795.6,1,Yes,8,Yes,€63218.85,0
15688007,Liu,703,Spain,Male,20,3,€128345.69,2,No,3,No,€41626.78,0
15574331,Alexeeva,593,Germany,Female,62,3,€165260.98,1,Yes,3,Yes,€24765.53,0
15645572,Calabresi,743,France,Female,40,6,€118233.81,1,Yes,3,Yes,€28280.8,1
15742854,Lettiere,640,Spain,Female,46,8,€0.0,1,No,6,No,€89043.19,1
15575417,Chou,849,Germany,Male,37,7,€0.0,2,No,8,No,€17294.12,0
15796721,Nnamutaezinwa,778,French,Male,38,3,€143452.74,2,Yes,7,Yes,€126702.41,0
15734942,Nnamutaezinwa,539,Germany,Female,38,8,€145018.49,2,Yes,3,Yes,€13123.41,0
15664772,Greece,489,Germany,Male,28,1,€82407.51,1,No,8,No,€167973.63,0
15576683,Yin,568,Spain,Female,43,9,€79460.98,2,Yes,1,Yes,€125870.79,0
15682563,Larionova,618,Spain,Male,38,5,€0.0,1,No,9,No,€91972.49,1
15650889,Golubev,710,Germany,Female,30,10,€126473.99,1,No,5,No,€155593.74,0
15612108,Norman,625,France,Male,52,5,€133537.1,2,No,10,No,€67788.49,0
15761132,Capon,682,Spain,Male,46,7,€164978.01,1,Yes,5,Yes,€62615.35,0
15645511,Chukwudi,727,Spain,Male,43,2,€128029.72,1,Yes,7,Yes,€107415.02,0
15609824,Fedorov,794,FRA,Female,41,7,€97403.18,1,Yes,2,Yes,€166526.26,1
15640268,Avdeeva,652,Spain,Male,71,4,€176845.41,3,No,7,No,€120107.1,1
15645778,Reid,670,Spain,Male,42,3,€0.0,1,Yes,4,Yes,€188227.8,0
15691104,Kennedy,460,Germany,Female,40,6,€81589.04,1,No,3,No,€91560.63,0
15714567,Chan,568,Spain,Female,26,6,€119507.58,2,No,6,No,€166495.2,1
15777826,Wofford,643,FRA,Male,30,5,€0.0,2,No,6,No,€165614.4,0
15668445,Mai,521,French,Male,37,2,€94443.77,1,Yes,5,Yes,€86372.24,0
15576162,King,615,FRA,Male,32,7,€0.0,2,Yes,2,Yes,€2755.53,0
15778135,T'ao,575,Spain,Male,43,3,€92199.84,1,Yes,7,Yes,€83594.51,0
15613141,Hsu,717,FRA,Female,41,3,€0.0,1,No,3,No,€103706.41,0
15635435,White,648,France,Female,54,9,€135756.96,1,Yes,3,Yes,€5924.38,0
15596552,Stephens,535,Germany,Male,48,5,€120633.42,1,No,9,No,€58203.67,1
15623644,Frolov,626,Spain,Male,29,7,€134542.73,1,Yes,5,Yes,€49361.84,1
15683403,Lombardi,611,Spain,Male,52,7,€0.0,2,No,7,No,€73585.18,0
15615029,Munro,734,Spain,Male,39,6,€0.0,1,Yes,7,Yes,€95135.27,1
15769005,Hayward,709,France,Male,49,4,€0.0,1,Yes,6,Yes,€38794.57,0
15746326,Fields,591,France,Male,43,3,€154344.49,2,Yes,4,Yes,€198926.36,0
15722364,Onwumelu,664,France,Male,43,9,€0.0,2,Yes,3,Yes,€56099.86,0
15704954,Suffolk,431,France,Male,37,0,€189026.53,2,Yes,9,Yes,€117023.08,0
15694409,Tsao,647,Germany,Female,22,3,€120764.08,1,Yes,0,Yes,€62083.0,0
15754068,Judd,578,FRA,Male,32,4,€97975.82,2,Yes,3,Yes,€141822.8,0
15683841,Hamilton,555,Germany,Male,41,10,€0.0,2,Yes,4,Yes,€185387.14,0
15789095,T'ang,775,Spain,Male,30,4,€113270.2,2,Yes,10,Yes,€57461.13,0
15719958,Degtyarev,850,Germany,Male,39,3,€0.0,2,Yes,4,Yes,€120380.12,0
15689514,Kang,625,France,Male,43,8,€124548.99,2,Yes,3,Yes,€133020.9,0
15621353,Hudson,645,Spain,Female,37,7,€201696.07,1,No,8,No,€13589.93,1
15627232,Jibunoh,608,Germany,Male,44,7,€0.0,2,No,7,No,€77830.36,0
15745843,Kinlaw,689,Spain,Female,31,4,€114203.47,1,Yes,7,Yes,€136610.02,1
15722902,Chizuoke,652,Germany,Male,50,8,€0.0,2,Yes,4,Yes,€17160.94,0
15791767,Lucciano,769,French,Female,26,7,€125437.64,1,Yes,8,Yes,€176843.53,1
15792722,Omeokachie,611,France,Female,43,8,€0.0,2,No,7,No,€114996.33,0
15723006,Gorbunova,489,France,Male,38,8,€64897.75,1,No,8,No,€196990.79,0
15771942,Tikhonov,528,Germany,Female,46,9,€0.0,2,Yes,8,Yes,€133146.03,0
15774738,Campa,632,FRA,Male,44,3,€135555.66,1,No,9,No,€185667.72,1
15574004,Mancini,429,FRA,Female,27,6,€107764.75,1,No,3,No,€24020.49,0
15587233,Donoghue,457,French,Male,41,8,€117307.44,2,Yes,6,Yes,€185750.02,0
15808228,Tuan,768,Spain,Female,44,6,€73700.12,3,Yes,8,Yes,€178045.97,1
15682834,Johnstone,715,Spain,Female,35,4,€60603.4,1,Yes,6,Yes,€199857.47,0
15571752,Romani,668,Germany,Female,32,10,€40169.88,2,Yes,4,Yes,€43595.9,0
15743067,Fuller,625,Germany,Male,26,3,€92041.87,1,Yes,10,Yes,€122810.53,0
15714466,Baxter,846,FRA,Female,41,5,€130483.95,1,No,3,No,€3440.47,0
15617982,Pirozzi,661,Spain,Female,42,3,€0.0,3,No,5,No,€35989.41,1
15696637,Sung,571,FRA,Female,23,10,€0.0,2,No,3,No,€17163.75,0
15690647,Rogers,582,Spain,Female,46,8,€151097.28,1,Yes,10,Yes,€44506.09,0
15672756,Mills,716,FRA,Female,35,8,€67563.31,1,No,8,No,€17848.3,1
15704586,Osonduagwuike,758,FRA,Female,42,7,€112808.18,1,Yes,8,Yes,€76209.56,0
15674526,Byrne,725,FRA,Male,66,4,€0.0,2,Yes,7,Yes,€141476.56,0
15775295,McIntyre,630,France,Female,40,0,€86459.8,1,Yes,4,Yes,€60032.46,0
15684196,Aitken,627,France,Female,55,2,€118633.08,1,Yes,0,Yes,€100686.11,1
15727281,Macintyre,653,FRA,Female,27,9,€159441.27,1,No,2,No,€96429.29,1
15787835,Simpson,775,Germany,Female,38,4,€0.0,2,No,9,No,€15795.88,0
15730540,Simpson,794,Spain,Male,45,8,€125212.65,2,Yes,4,Yes,€116547.31,1
15646276,Metcalfe,831,France,Female,32,2,€88656.37,2,No,8,No,€191260.74,0
15582180,Lees,561,FRA,Male,29,9,€146033.62,1,No,2,No,€173870.39,0
15697095,Zetticci,705,Spain,Male,46,7,€120268.13,1,Yes,9,Yes,€117273.35,0
